,Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,ILD,ILD2,RHOB,s_Facies
3135,9,B5 LM,CHURCHMAN BIBLE,3074.5,47.063,0.446,0.122,15.600999999999999,5.507999999999999,2,0.317,2.7925438412373382,2.7925438412373382,2136.5511365265625,bafflestone
3136,9,B5 LM,CHURCHMAN BIBLE,3075.0,45.718999999999994,0.516,0.39799999999999996,16.105999999999998,5.352,2,0.3,3.2809529311311905,3.2809529311311905,2122.9451851770045,bafflestone
3137,9,B5 LM,CHURCHMAN BIBLE,3075.5,42.406000000000006,0.585,1.393,16.527,4.926,2,0.28300000000000003,3.8459178204535354,3.8459178204535354,2119.8888779853355,bafflestone
3138,9,B5 LM,CHURCHMAN BIBLE,3076.0,41.593999999999994,0.643,2.044,16.266,4.875,2,0.267,4.395416154378245,4.395416154378245,2135.74731569276,bafflestone
3139,9,B5 LM,CHURCHMAN BIBLE,3076.5,44.531000000000006,0.68,1.426,15.42,5.031000000000001,2,0.25,4.786300923226384,4.786300923226384,2157.3076840343297,bafflestone
3140,9,B5 LM,CHURCHMAN BIBLE,3077.0,49.25,0.7070000000000001,0.18100000000000002,13.491,6.062,2,0.233,5.093308710571955,5.093308710571955,2206.9762213957265,bafflestone
3141,9,B5 LM,CHURCHMAN BIBLE,3077.5,59.593999999999994,0.735,-0.061,11.536,6.227,2,0.217,5.432503314924332,5.432503314924332,2268.5375781123516,bafflestone
3142,9,B5 LM,CHURCHMAN BIBLE,3078.0,74.0,0.768,0.243,9.67,5.672000000000001,2,0.2,5.861381645140288,5.861381645140288,2334.1221737973274,bafflestone
3143,9,B5 LM,CHURCHMAN BIBLE,3078.5,127.5,0.802,1.28,8.876,4.406000000000001,2,0.183,6.33869711256927,6.33869711256927,2374.4141653160455,bafflestone
3144,9,B5 LM,CHURCHMAN BIBLE,3079.0,185.25,0.83,3.48,7.995,3.912,2,0.16699999999999998,6.760829753919817,6.760829753919817,2434.072507252383,bafflestone
3145,9,B5 LM,CHURCHMAN BIBLE,3079.5,222.5,0.852,4.614,6.959,3.557,2,0.15,7.11213513653329,7.11213513653329,2485.375543224373,bafflestone
3146,9,B5 LM,CHURCHMAN BIBLE,3080.0,74.0,0.768,0.243,9.67,5.672000000000001,2,0.2,5.861381645140288,5.861381645140288,2334.1221737973274,bafflestone
3158,6,B5 LM,CHURCHMAN BIBLE,3086.0,110.0,0.59,5.83,12.286,3.4160000000000004,2,0.017,3.890451449942806,3.890451449942806,2315.656611978337,wackestone
3159,3,C SH,CHURCHMAN BIBLE,3086.5,99.68799999999999,0.551,4.46,12.63,3.1719999999999997,1,1.0,3.5563131856898536,3.5563131856898536,2287.3434017165587,f_siltstone
3160,3,C SH,CHURCHMAN BIBLE,3087.0,100.875,0.529,2.024,19.217,2.367,1,0.971,3.3806483620598162,3.3806483620598162,2036.134425736915,f_siltstone
3161,3,C SH,CHURCHMAN BIBLE,3087.5,94.375,0.52,-4.122,34.884,2.059,1,0.941,3.311311214825911,3.311311214825911,1476.387799062638,f_siltstone
3162,3,C SH,CHURCHMAN BIBLE,3088.0,86.43799999999999,0.512,-6.8,48.597,1.814,1,0.912,3.2508729738543436,3.2508729738543436,1036.2073033707866,f_siltstone
3163,3,C SH,CHURCHMAN BIBLE,3088.5,74.563,0.511,-6.867999999999999,49.787,1.8940000000000001,1,0.882,3.2433961734934926,3.2433961734934926,999.2944988584047,f_siltstone
3164,3,C SH,CHURCHMAN BIBLE,3089.0,63.093999999999994,0.521,-2.572,40.316,2.52,1,0.8240000000000001,3.318944575526104,3.318944575526104,1310.4945741917873,f_siltstone
3165,3,C SH,CHURCHMAN BIBLE,3089.5,60.938,0.526,2.082,38.69,2.504,1,0.794,3.3573761424295467,3.3573761424295467,1380.4354363242714,f_siltstone
3166,3,C SH,CHURCHMAN BIBLE,3090.0,62.343999999999994,0.535,2.334,38.486,2.443,1,0.765,3.4276778654645037,3.4276778654645037,1388.1219188458626,f_siltstone
3167,3,C SH,CHURCHMAN BIBLE,3090.5,63.938,0.542,3.2230000000000003,38.574,2.3930000000000002,1,0.735,3.483373150360118,3.483373150360118,1387.8442447224031,f_siltstone
3168,3,C SH,CHURCHMAN BIBLE,3091.0,65.688,0.547,3.429,37.294000000000004,2.66,1,0.706,3.523708710424872,3.523708710424872,1432.1772822431162,f_siltstone
3169,3,C SH,CHURCHMAN BIBLE,3091.5,67.313,0.551,2.625,34.093,2.795,1,0.6759999999999999,3.5563131856898536,3.5563131856898536,1537.9142971758663,f_siltstone
3170,3,C SH,CHURCHMAN BIBLE,3092.0,74.688,0.546,2.915,31.412,2.838,1,0.647,3.5156044052829816,3.5156044052829816,1630.377460859041,f_siltstone
3171,3,C SH,CHURCHMAN BIBLE,3092.5,75.813,0.5539999999999999,3.9019999999999997,29.545,2.674,1,0.588,3.5809643710263597,3.5809643710263597,1699.8093356157258,f_siltstone
3194,9,C LM,CHURCHMAN BIBLE,3104.0,18.297,1.294,0.22699999999999998,2.8,4.66,2,0.9520000000000001,19.67886289706845,19.67886289706845,2561.1352747887704,bafflestone
3195,9,C LM,CHURCHMAN BIBLE,3104.5,26.609,1.273,1.905,3.905,4.656000000000001,2,0.9440000000000001,18.749945080674184,18.749945080674184,2550.06494813701,bafflestone
3201,6,C LM,CHURCHMAN BIBLE,3107.5,26.953000000000003,0.978,1.9769999999999999,5.006,4.793,2,0.895,9.506047936562814,9.506047936562814,2514.090665165318,wackestone
3203,6,C LM,CHURCHMAN BIBLE,3108.5,32.219,1.013,1.3419999999999999,5.055,4.637,2,0.879,10.303861204416158,10.303861204416158,2503.0588912607186,wackestone
3204,6,C LM,CHURCHMAN BIBLE,3109.0,37.688,1.04,0.6809999999999999,4.739,4.539,2,0.871,10.964781961431852,10.964781961431852,2503.7772021818587,wackestone
3205,6,C LM,CHURCHMAN BIBLE,3109.5,35.844,1.044,0.96,3.533,4.832,2,0.863,11.066237839776663,11.066237839776663,2548.1208966074314,wackestone
3206,6,C LM,CHURCHMAN BIBLE,3110.0,42.156000000000006,1.051,1.4480000000000002,3.3369999999999997,4.797,2,0.855,11.246049739669262,11.246049739669262,2562.1530195632763,wackestone
3207,6,C LM,CHURCHMAN BIBLE,3110.5,42.093999999999994,1.057,2.736,4.051,4.5,2,0.847,11.402497875611685,11.402497875611685,2557.700547129462,wackestone
3210,6,C LM,CHURCHMAN BIBLE,3112.0,42.313,1.05,2.245,5.957999999999999,3.318,2,0.823,11.220184543019636,11.220184543019636,2485.913146002762,wackestone
3211,6,C LM,CHURCHMAN BIBLE,3112.5,36.031,1.028,1.193,5.936,3.3930000000000002,2,0.815,10.665961212302578,10.665961212302578,2471.4313397988,wackestone
3212,6,C LM,CHURCHMAN BIBLE,3113.0,32.594,1.014,0.662,5.978,3.4219999999999997,2,0.8059999999999999,10.327614057613975,10.327614057613975,2462.334343091264,wackestone
3213,6,C LM,CHURCHMAN BIBLE,3113.5,37.094,1.005,0.377,6.605,3.697,2,0.7979999999999999,10.115794542598982,10.115794542598982,2437.4306623119155,wackestone
3216,6,C LM,CHURCHMAN BIBLE,3115.0,39.719,1.087,0.648,4.479,4.203,2,0.774,12.217996601648716,12.217996601648716,2511.9209636846767,wackestone
3217,6,C LM,CHURCHMAN BIBLE,3115.5,38.844,1.109,1.025,2.6860000000000004,3.908,2,0.7659999999999999,12.852866599436155,12.852866599436155,2577.3565515281634,wackestone
3218,6,C LM,CHURCHMAN BIBLE,3116.0,41.718999999999994,1.107,0.659,2.32,3.943,2,0.758,12.793813041575246,12.793813041575246,2583.8056226885174,wackestone
1444,3,A1 SH,CROSS H CATTLE,2605.0,90.061,0.273464273,6.4,16.2,2.8169999999999997,1,0.11800000000000001,1.8770000016365231,1.8770000016365231,2184.4461538461537,f_siltstone
1465,6,A1 LM,CROSS H CATTLE,2615.5,95.088,0.877025616,10.7,8.85,3.898,2,0.705,7.534000002302924,7.534000002302924,2499.506326987682,wackestone
1466,6,A1 LM,CROSS H CATTLE,2616.0,102.887,0.875813389,10.5,8.75,3.9730000000000003,2,0.682,7.513000002772086,7.513000002772086,2500.6243016759777,wackestone
1468,6,A1 LM,CROSS H CATTLE,2617.0,84.08200000000001,0.9045532629999999,-0.4,13.8,3.45,2,0.636,8.027000000429304,8.027000000429304,2189.8143426294823,wackestone
1469,6,A1 LM,CROSS H CATTLE,2617.5,72.325,0.924434364,-0.9,14.85,3.427,2,0.614,8.403000008837859,8.403000008837859,2149.4711100099107,wackestone
1473,6,A1 LM,CROSS H CATTLE,2619.5,54.919,1.033463966,-1.1,6.75,3.841,2,0.523,10.800999998074918,10.800999998074918,2411.523590504451,wackestone
1474,6,A1 LM,CROSS H CATTLE,2620.0,66.39699999999999,1.081995025,-0.6,6.5,3.985,2,0.5,12.077999992427221,12.077999992427221,2426.879324055666,wackestone
1475,6,A1 LM,CROSS H CATTLE,2620.5,77.704,1.120705516,-0.3,6.55,4.171,2,0.47700000000000004,13.20400001038961,13.20400001038961,2429.546510468594,wackestone
1476,6,A1 LM,CROSS H CATTLE,2621.0,84.14399999999999,1.14245204,0.8,6.3,4.313,2,0.455,13.881999997879458,13.881999997879458,2453.6233870967744,wackestone
1477,6,A1 LM,CROSS H CATTLE,2621.5,82.835,1.147026715,2.1,6.05,4.365,2,0.43200000000000005,14.028999992821282,14.028999992821282,2480.717415730337,wackestone
1483,6,A1 LM,CROSS H CATTLE,2624.5,77.067,1.09961159,4.6,6.2,4.203,2,0.295,12.577999988631614,12.577999988631614,2511.4345911949686,wackestone
1488,6,A1 LM,CROSS H CATTLE,2627.0,76.803,1.08546897,1.9,6.65,4.612,2,0.182,12.175000003177034,12.175000003177034,2457.6496941896025,wackestone
1489,6,A1 LM,CROSS H CATTLE,2627.5,81.08800000000001,1.107345665,1.9,6.25,4.6,2,0.159,12.803999986081562,12.803999986081562,2471.105351681957,wackestone
1491,6,A1 LM,CROSS H CATTLE,2628.5,81.391,1.146314122,3.6,5.3,4.442,2,0.114,14.005999999613879,14.005999999613879,2527.96846473029,wackestone
1492,6,A1 LM,CROSS H CATTLE,2629.0,75.87100000000001,1.115244285,4.2,5.3,4.256,2,0.091,13.038999990174691,13.038999990174691,2536.7321503131525,wackestone
1493,6,A1 LM,CROSS H CATTLE,2629.5,69.179,1.02341709,3.4,6.0,4.001,2,0.068,10.554000003861384,10.554000003861384,2501.131055900621,wackestone
1494,6,A1 LM,CROSS H CATTLE,2630.0,73.616,0.8887409609999999,2.9,7.05,3.812,2,0.045,7.740000005651489,7.740000005651489,2458.251647785788,wackestone
1495,6,A1 LM,CROSS H CATTLE,2630.5,73.916,0.7701890229999999,2.4,8.9,3.542,2,0.023,5.891000003581126,5.891000003581126,2388.677868852459,wackestone
1496,3,B1 SH,CROSS H CATTLE,2631.0,87.40799999999999,0.678700435,-1.8,14.4,3.1010000000000004,1,1.0,4.7720000000186324,4.7720000000186324,2153.5023575638506,f_siltstone
1497,3,B1 SH,CROSS H CATTLE,2632.5,122.568,0.578753784,-16.4,71.7,0.99,1,0.955,3.7909999962776095,3.7909999962776095,346.66804123711313,f_siltstone
1521,3,B1 SH,CROSS H CATTLE,2644.5,66.611,0.683317262,6.0,11.7,3.575,1,0.591,4.823000000867522,4.823000000867522,2338.255319148936,f_siltstone
1522,3,B1 SH,CROSS H CATTLE,2645.0,65.69800000000001,0.671265433,7.5,10.45,3.552,1,0.5760000000000001,4.691000000570765,4.691000000570765,2400.939189189189,f_siltstone
1559,3,B1 SH,CROSS H CATTLE,2663.5,112.1,0.473048805,12.1,15.75,3.1510000000000002,1,0.03,2.9719999993941117,2.9719999993941117,2258.353071672355,f_siltstone
1562,6,B1 LM,CROSS H CATTLE,2665.0,68.131,0.564547712,7.5,13.35,3.302,2,0.9,3.669000002061797,3.669000002061797,2297.47972972973,wackestone
1563,6,B1 LM,CROSS H CATTLE,2665.5,57.115,0.607133204,4.1,9.75,3.384,2,0.8,4.046999996351162,4.046999996351162,2382.1442648592288,wackestone
1564,6,B1 LM,CROSS H CATTLE,2666.0,46.425,0.6716355970000001,0.6,8.1,3.406,2,0.7,4.695000004301232,4.695000004301232,2390.9865191146882,wackestone
1565,6,B1 LM,CROSS H CATTLE,2666.5,47.71,0.760271661,-0.6,7.3,3.4589999999999996,2,0.6,5.758000006071456,5.758000006071456,2400.6367793240556,wackestone
1566,6,B1 LM,CROSS H CATTLE,2667.0,50.855,0.838219222,-1.0,7.0,3.4939999999999998,2,0.5,6.8900000014654985,6.8900000014654985,2404.787128712871,wackestone
1567,6,B1 LM,CROSS H CATTLE,2667.5,55.715,0.9124346329999999,-0.9,6.85,3.5869999999999997,2,0.4,8.173999992931185,8.173999992931185,2411.116303270565,wackestone
1621,3,B3 SH,CROSS H CATTLE,2696.0,101.324,0.7155855520000001,6.0,12.4,3.3739999999999997,1,0.019,5.19500000127758,5.19500000127758,2313.68085106383,f_siltstone
1622,3,B3 SH,CROSS H CATTLE,2696.5,103.58200000000001,0.6828667959999999,6.6,12.4,3.4,2,1.0,4.818000003746121,4.818000003746121,2320.7843683083515,f_siltstone
1623,3,B3 SH,CROSS H CATTLE,2696.5,103.58200000000001,0.6828667959999999,6.6,12.4,3.4,1,1.0,4.818000003746121,4.818000003746121,2320.7843683083515,f_siltstone
1624,3,B3 SH,CROSS H CATTLE,2697.0,104.803,0.653405491,8.5,11.55,3.4960000000000004,1,0.98,4.5020000034778604,4.5020000034778604,2373.69262295082,f_siltstone
1669,3,B3 SH,CROSS H CATTLE,2719.5,100.45700000000001,0.444513206,-6.4,29.0,2.722,1,0.08,2.782999997859421,2.782999997859421,1644.9639097744362,f_siltstone
1670,3,B3 SH,CROSS H CATTLE,2720.0,93.08,0.46612587,-6.3,29.65,2.8569999999999998,1,0.06,2.924999997183402,2.924999997183402,1625.5890404515521,f_siltstone
1729,3,B4 SH,CROSS H CATTLE,2749.0,93.26799999999999,0.441695136,-12.6,29.9,2.512,1,0.036000000000000004,2.7650000022874277,2.7650000022874277,1565.8122557726465,f_siltstone
1730,3,B4 SH,CROSS H CATTLE,2749.5,83.245,0.47231754600000003,-14.3,30.15,2.609,1,0.018000000000000002,2.96699999783541,2.96699999783541,1543.5775590551182,f_siltstone
1736,6,B4 LM,CROSS H CATTLE,2752.5,23.628,0.6923180440000001,5.5,3.25,4.305,2,0.5,4.923999997060317,4.923999997060317,2627.2579365079364,wackestone
1737,6,B4 LM,CROSS H CATTLE,2753.0,25.698,0.6823256190000001,4.7,2.95,4.388,2,0.4,4.812000003680711,4.812000003680711,2625.3988982161595,wackestone
1738,6,B4 LM,CROSS H CATTLE,2753.5,38.391999999999996,0.66143405,3.7,4.35,4.1930000000000005,2,0.3,4.58599999584034,4.58599999584034,2561.9845794392522,wackestone
1739,6,B4 LM,CROSS H CATTLE,2754.0,54.121,0.640580806,0.4,8.7,3.4960000000000004,2,0.2,4.370999995071843,4.370999995071843,2368.346987951807,wackestone
1740,3,B5 SH,CROSS H CATTLE,2754.5,64.146,0.621799224,-18.7,23.45,2.502,2,0.1,4.185999999974287,4.185999999974287,1689.512342038753,f_siltstone
1745,3,B5 SH,CROSS H CATTLE,2759.0,89.346,0.540954809,-18.1,33.55,2.155,1,0.654,3.475000000591048,3.475000000591048,1413.8817527519052,f_siltstone
1746,3,B5 SH,CROSS H CATTLE,2759.5,85.94200000000001,0.5249151479999999,-16.5,39.85,2.099,1,0.615,3.349000003548251,3.349000003548251,1248.9517167381973,f_siltstone
1747,3,B5 SH,CROSS H CATTLE,2760.0,86.52799999999999,0.507180977,-16.5,41.35,2.15,1,0.5770000000000001,3.214999998073486,3.214999998073486,1206.4624463519312,f_siltstone
1748,3,B5 SH,CROSS H CATTLE,2760.5,91.581,0.496098992,-18.6,38.7,2.311,1,0.5379999999999999,3.1339999990433256,3.1339999990433256,1266.2871838111296,f_siltstone
1749,3,B5 SH,CROSS H CATTLE,2761.0,104.21600000000001,0.495821753,-14.3,33.35,2.7,1,0.5,3.1319999972169645,3.1319999972169645,1451.1891076115485,f_siltstone
1750,3,B5 SH,CROSS H CATTLE,2761.5,103.14399999999999,0.505556939,-10.7,31.05,2.907,1,0.462,3.2030000024793748,3.2030000024793748,1547.840243902439,f_siltstone
1751,3,B5 SH,CROSS H CATTLE,2762.0,99.94,0.526210004,-3.3,28.45,3.141,1,0.423,3.359000001224629,3.359000001224629,1686.692303969022,f_siltstone
1752,3,B5 SH,CROSS H CATTLE,2762.5,95.45,0.552668216,1.7,24.85,3.388,1,0.385,3.5699999990777465,3.5699999990777465,1843.8180569684637,f_siltstone
1753,3,B5 SH,CROSS H CATTLE,2763.0,81.581,0.581152892,-0.6,23.3,3.44,1,0.34600000000000003,3.8120000002958982,3.8120000002958982,1875.7858846918489,f_siltstone
1754,3,B5 SH,CROSS H CATTLE,2763.5,76.264,0.591843411,5.5,18.85,3.708,1,0.26899999999999996,3.9069999979777945,3.9069999979777945,2082.496031746032,f_siltstone
1755,3,B5 SH,CROSS H CATTLE,2764.0,75.003,0.540079089,5.7,17.85,3.662,1,0.231,3.4680000015637527,3.4680000015637527,2119.394644750795,f_siltstone
1756,3,B5 SH,CROSS H CATTLE,2764.5,74.70100000000001,0.46746011,7.9,16.65,3.628,1,0.192,2.934000003328819,2.934000003328819,2183.7701954397394,f_siltstone
1757,3,B5 SH,CROSS H CATTLE,2765.0,77.666,0.384532615,5.2,18.1,3.201,1,0.154,2.4239999972413684,2.4239999972413684,2105.7367088607593,f_siltstone
1760,3,B5 SH,CROSS H CATTLE,2766.5,70.61,0.268577972,-15.2,35.2,2.4530000000000003,1,0.038,1.8560000005006807,1.8560000005006807,1390.8666666666663,f_siltstone
1784,3,C SH,CROSS H CATTLE,2778.5,101.945,0.48600518600000003,-12.3,33.35,2.573,1,0.9520000000000001,3.061999997446006,3.061999997446006,1467.0410952804987,f_siltstone
1785,3,C SH,CROSS H CATTLE,2779.0,96.726,0.483587297,-12.6,33.3,2.552,1,0.935,3.045000000218095,3.045000000218095,1466.1674955595026,f_siltstone
1786,3,C SH,CROSS H CATTLE,2779.5,93.814,0.48029446,-8.3,30.75,2.568,1,0.919,3.0219999999790788,3.0219999999790788,1576.0693905817175,f_siltstone
1787,3,C SH,CROSS H CATTLE,2780.0,88.686,0.478277832,-6.3,30.35,2.68,1,0.903,3.0080000005568324,3.0080000005568324,1603.858090310442,f_siltstone
1788,3,C SH,CROSS H CATTLE,2780.5,88.001,0.47986311299999995,-7.0,31.3,2.72,1,0.887,3.0189999998394357,3.0189999998394357,1569.1728971962616,f_siltstone
1789,3,C SH,CROSS H CATTLE,2781.0,85.241,0.486572151,-7.9,32.85,2.622,1,0.871,3.066000003400272,3.066000003400272,1514.969740500463,f_siltstone
1790,3,C SH,CROSS H CATTLE,2781.5,80.347,0.498861689,-10.3,35.05,2.4819999999999998,1,0.855,3.1540000000516786,3.1540000000516786,1431.409927470535,f_siltstone
1791,3,C SH,CROSS H CATTLE,2782.0,81.821,0.514149134,-12.4,37.9,2.3369999999999997,1,0.8390000000000001,3.2669999964235004,3.2669999964235004,1332.6775800711744,f_siltstone
1792,3,C SH,CROSS H CATTLE,2782.5,79.77600000000001,0.527758753,-18.2,41.1,2.116,1,0.823,3.3710000037182226,3.3710000037182226,1202.2380710659895,f_siltstone
1793,3,C SH,CROSS H CATTLE,2788.0,75.107,0.480725379,-16.0,75.5,0.6459999999999999,1,0.645,3.025000000080187,3.025000000080187,238.15517241379325,f_siltstone
1794,3,C SH,CROSS H CATTLE,2793.5,88.53,0.6355842660000001,-12.9,33.55,2.682,1,0.46799999999999997,4.320999996903426,4.320999996903426,1456.5034100974317,f_siltstone
1795,3,C SH,CROSS H CATTLE,2794.0,82.132,0.6294095989999999,-6.3,28.75,3.0639999999999996,1,0.452,4.259999998992428,4.259999998992428,1653.5288334901222,f_siltstone
1796,3,C SH,CROSS H CATTLE,2794.5,79.53,0.6242820960000001,-2.9,25.35,3.142,1,0.435,4.210000001593013,4.210000001593013,1789.1762390670556,f_siltstone
1798,3,C SH,CROSS H CATTLE,2795.5,81.671,0.6186755389999999,1.3,17.95,3.343,1,0.40299999999999997,4.156000001099159,4.156000001099159,2071.298024316109,f_siltstone
1824,6,C LM,CROSS H CATTLE,2810.5,27.73,1.0425361370000001,2.6,5.3,4.753,2,0.9259999999999999,11.02900000705623,11.02900000705623,2513.3312114989735,wackestone
1862,6,C LM,CROSS H CATTLE,2829.5,65.96600000000001,0.9966867559999999,3.6,7.5,4.419,2,0.368,9.92400000913642,9.92400000913642,2452.6572614107886,wackestone
1863,6,C LM,CROSS H CATTLE,2830.0,46.376000000000005,0.984347258,2.1,7.75,4.476,2,0.353,9.64600000919827,9.64600000919827,2423.41404494382,wackestone
1868,6,C LM,CROSS H CATTLE,2832.5,58.872,0.951483231,0.7,6.75,4.493,2,0.27899999999999997,8.943000005100783,8.943000005100783,2437.229758308157,wackestone
1874,3,C LM,CROSS H CATTLE,2838.0,77.553,0.666424373,-8.4,22.6,2.84,2,0.11800000000000001,4.639000005140462,4.639000005140462,1823.3926199261991,f_siltstone
1876,3,C LM,CROSS H CATTLE,2839.0,61.93899999999999,0.745230985,-6.5,22.85,2.917,2,0.08800000000000001,5.562000006043091,5.562000006043091,1834.7218309859154,f_siltstone
1877,3,C LM,CROSS H CATTLE,2839.5,51.986999999999995,0.765668555,-3.8,18.7,3.022,2,0.07400000000000001,5.830000003235011,5.830000003235011,1992.7913294797688,f_siltstone
1878,3,C LM,CROSS H CATTLE,2840.0,41.019,0.772761647,1.1,13.45,3.298,2,0.059000000000000004,5.925999998034663,5.925999998034663,2219.3633468149646,f_siltstone
920,3,A1 SH,LUKE G U,2610.5,74.9,0.782,9.3,11.75,4.084,1,1.0,6.0534087475391365,6.0534087475391365,2375.941730981257,f_siltstone
921,3,A1 SH,LUKE G U,2611.0,83.8,0.745,12.0,13.1,3.5010000000000003,1,0.981,5.559042572704036,5.559042572704036,2356.75,f_siltstone
922,3,A1 SH,LUKE G U,2611.5,86.97,0.726,12.9,12.55,3.4,1,0.9620000000000001,5.321082592667942,5.321082592667942,2387.36205510907,f_siltstone
923,3,A1 SH,LUKE G U,2612.0,84.43,0.708,13.2,12.0,3.4,1,0.943,5.105049999754062,5.105049999754062,2411.5788018433177,f_siltstone
924,3,A1 SH,LUKE G U,2612.5,78.51,0.708,11.8,11.4,3.4,1,0.925,5.105049999754062,5.105049999754062,2418.169387755102,f_siltstone
925,3,A1 SH,LUKE G U,2613.0,73.88,0.708,11.3,11.55,3.5,1,0.9059999999999999,5.105049999754062,5.105049999754062,2406.743122886133,f_siltstone
939,3,A1 SH,LUKE G U,2620.0,102.28,0.418,0.0,30.0,2.6,1,0.642,2.618183008218985,2.618183008218985,1660.0,f_siltstone
940,3,A1 SH,LUKE G U,2620.5,77.82,0.436,17.9,20.15,2.4,1,0.623,2.728977782808041,2.728977782808041,2135.423081607795,f_siltstone
941,3,A1 SH,LUKE G U,2621.0,67.52,0.446,10.1,12.25,2.5,1,0.604,2.7925438412373382,2.7925438412373382,2366.9837041156843,f_siltstone
942,3,A1 SH,LUKE G U,2621.5,61.32,0.455,7.0,8.1,2.8,1,0.585,2.8510182675039095,2.8510182675039095,2478.08064516129,f_siltstone
967,3,A1 SH,LUKE G U,2634.0,80.74,0.39899999999999997,9.9,15.75,3.2,1,0.113,2.5061092530321134,2.5061092530321134,2236.4909544950056,f_siltstone
983,6,A1 LM,LUKE G U,2642.0,54.26,0.745,12.6,10.4,3.6,2,0.851,5.559042572704036,5.559042572704036,2465.2226544622426,wackestone
984,6,A1 LM,LUKE G U,2642.5,56.67,0.736,12.8,10.7,3.6,2,0.836,5.445026528424211,5.445026528424211,2456.2688073394493,wackestone
985,6,A1 LM,LUKE G U,2643.0,57.35,0.736,12.3,10.95,3.7,2,0.821,5.445026528424211,5.445026528424211,2440.9203534777653,wackestone
986,6,A1 LM,LUKE G U,2643.5,62.93,0.736,11.1,11.55,3.8,2,0.8059999999999999,5.445026528424211,5.445026528424211,2404.4098425196853,wackestone
987,6,A1 LM,LUKE G U,2644.0,66.49,0.745,10.0,11.0,3.9,2,0.7909999999999999,5.559042572704036,5.559042572704036,2411.666666666667,wackestone
988,6,A1 LM,LUKE G U,2644.5,64.2,0.754,7.2,9.3,4.0,2,0.7759999999999999,5.675446054085471,5.675446054085471,2438.088793103448,wackestone
989,6,A1 LM,LUKE G U,2645.0,58.09,0.8009999999999999,2.5,6.55,4.1,2,0.7609999999999999,6.324118513762193,6.324118513762193,2469.5576923076924,wackestone
990,6,A1 LM,LUKE G U,2645.5,55.0,0.904,2.5,4.95,4.1,2,0.746,8.016780633876792,8.016780633876792,2523.711538461538,wackestone
991,6,A1 LM,LUKE G U,2646.0,55.97,0.9229999999999999,2.5,4.85,4.1,2,0.731,8.375292821268824,8.375292821268824,2527.096153846154,wackestone
992,6,A1 LM,LUKE G U,2646.5,58.81,0.9129999999999999,3.1,6.05,4.1,2,0.716,8.184647881347898,8.184647881347898,2495.112848297214,wackestone
993,6,A1 LM,LUKE G U,2647.0,67.1,0.885,5.4,8.3,4.0,2,0.701,7.67361489361819,7.67361489361819,2449.56511627907,wackestone
994,6,A1 LM,LUKE G U,2647.5,77.82,0.866,8.2,10.7,4.0,2,0.687,7.345138681571149,7.345138681571149,2400.6594771241826,wackestone
1021,6,A1 LM,LUKE G U,2661.0,51.6,0.857,3.8,10.1,3.7,2,0.284,7.194489780036995,7.194489780036995,2366.2343035343038,wackestone
1022,6,A1 LM,LUKE G U,2661.5,47.71,0.838,3.2,9.0,3.8,2,0.26899999999999996,6.8865229634427605,6.8865229634427605,2395.981818181818,wackestone
1023,6,A1 LM,LUKE G U,2662.0,48.07,0.8009999999999999,3.2,8.9,3.8,2,0.254,6.324118513762193,6.324118513762193,2399.390909090909,wackestone
1032,6,A1 LM,LUKE G U,2666.5,72.1,0.7609999999999999,6.8,13.5,3.3,2,0.11900000000000001,5.767664633922506,5.767664633922506,2284.195708154506,wackestone
1033,6,A1 LM,LUKE G U,2667.0,64.79,0.8059999999999999,7.5,9.75,3.8,2,0.10400000000000001,6.39734835482648,6.39734835482648,2425.912162162162,wackestone
1034,6,A1 LM,LUKE G U,2667.5,62.31,0.848,6.4,8.3,3.9,2,0.09,7.046930689671469,7.046930689671469,2462.971794871795,wackestone
1035,6,A1 LM,LUKE G U,2668.0,56.83,0.894,5.0,7.2,3.8,2,0.075,7.834296427662118,7.834296427662118,2482.3947368421054,wackestone
1040,3,B1 SH,LUKE G U,2670.5,66.93,0.745,-13.4,21.8,3.6,1,1.0,5.559042572704036,5.559042572704036,1794.5084656084657,f_siltstone
1041,3,B1 SH,LUKE G U,2671.0,70.41,0.708,-6.3,21.75,3.2,1,0.9740000000000001,5.105049999754062,5.105049999754062,1870.8383349012229,f_siltstone
1042,3,B1 SH,LUKE G U,2671.5,73.06,0.6609999999999999,-1.0,20.0,3.1,1,0.9490000000000001,4.5814188671453335,4.5814188671453335,1980.0346534653465,f_siltstone
1043,3,B1 SH,LUKE G U,2672.0,75.05,0.623,0.3,20.35,3.0,1,0.9229999999999999,4.1975898399100755,4.1975898399100755,1981.379287863591,f_siltstone
1044,3,B1 SH,LUKE G U,2672.5,76.58,0.614,1.1,21.15,2.9,1,0.897,4.111497211045222,4.111497211045222,1962.4371587462083,f_siltstone
1045,3,B1 SH,LUKE G U,2673.0,79.26,0.614,1.0,24.1,2.8,1,0.872,4.111497211045222,4.111497211045222,1863.1666666666665,f_siltstone
1046,3,B1 SH,LUKE G U,2673.5,80.34,0.614,6.3,23.55,2.7,1,0.846,4.111497211045222,4.111497211045222,1924.5476520811098,f_siltstone
