Num	X	Y	Z	Real_Index	Real_Index_Top	Real_Index_Bot_Thick	Oil_GRV_10_6	spill_Z	top_Z	OWC_depth	OWC_area_10_6	nb_Connected	GRV_density__m_	Hc_column__m_	Oil_GRV_quantile	OWC_Base_Area_10_6
       54.00000	   395619.24611	  7159278.92208	      990.37451	       53.00000	       53.00000	       53.00000	      109.45987	      990.37451	      951.68079	      990.37451	        6.26000	        1.00000	       17.48560	       38.69373	       81.00000	        3.98312
       55.00000	   392109.97243	  7156929.32143	      995.72577	       54.00000	       54.00000	       54.00000	      118.85523	      995.72577	      951.44391	      995.72577	        7.11312	        1.00000	       16.70929	       44.28186	       90.50000	        3.77437
       56.00000	   395520.80276	  7157655.17367	      988.52313	       55.00000	       55.00000	       55.00000	      119.48097	      988.52313	      945.76703	      988.52313	        7.51125	        1.00000	       15.90694	       42.75610	       91.00000	        5.17063
       57.00000	   394328.14347	  7158172.43938	      977.64673	       56.00000	       56.00000	       56.00000	       52.63887	      977.64673	      949.75427	      977.64673	        4.08000	        1.00000	       12.90168	       27.89246	        5.00000	        3.86125
       58.00000	   395744.59388	  7159302.11554	      994.16205	       57.00000	       57.00000	       57.00000	      120.45901	      994.16205	      944.91809	      994.16205	        7.48625	        1.00000	       16.09070	       49.24396	       92.50000	        3.61625
       59.00000	   395744.23310	  7159277.11814	      988.25323	       58.00000	       58.00000	       58.00000	       92.49001	      988.25323	      946.67963	      988.25323	        5.89187	        1.00000	       15.69789	       41.57361	       54.50000	        3.69688
       60.00000	   395280.93083	  7158358.70864	      985.55365	       59.00000	       59.00000	       59.00000	       85.26720	      985.55365	      949.28345	      985.55365	        5.24625	        1.00000	       16.25298	       36.27020	       41.00000	        3.68313
       61.00000	   395845.04734	  7157600.48864	      997.67877	       60.00000	       60.00000	       60.00000	      134.44676	      997.67877	      951.99756	      997.67877	        7.92688	        1.00000	       16.96088	       45.68121	       98.50000	        3.27750
       62.00000	   394293.40482	  7157497.87046	      988.73590	       61.00000	       61.00000	       61.00000	       75.92637	      988.73590	      950.86865	      988.73590	        5.65438	        1.00000	       13.42790	       37.86725	       28.00000	        4.27125
       63.00000	   395467.45780	  7159156.09982	      987.45508	       62.00000	       62.00000	       62.00000	       66.42956	      987.45508	      951.97650	      987.45508	        4.77437	        1.00000	       13.91377	       35.47858	       17.50000	        3.53938
       64.00000	   394419.11338	  7157546.06132	      985.88000	       63.00000	       63.00000	       63.00000	      100.23346	      985.88000	      950.24316	      985.88000	        6.66000	        1.00000	       15.05007	       35.63684	       68.00000	        4.69562
       65.00000	   392110.33322	  7156954.31883	      998.10699	       64.00000	       64.00000	       64.00000	      101.53337	      998.10699	      948.02551	      998.10699	        6.25063	        1.00000	       16.24372	       50.08148	       70.50000	        4.08500
       66.00000	   394892.51768	  7159164.39792	      977.59314	       65.00000	       65.00000	       65.00000	       49.79025	      977.59314	      947.10913	      977.59314	        3.92062	        1.00000	       12.69957	       30.48401	        3.00000	        3.88562
       67.00000	   395771.75600	  7159451.73913	      991.41180	       66.00000	       66.00000	       66.00000	       99.00002	      991.41180	      950.30347	      991.41180	        6.68375	        1.00000	       14.81205	       41.10834	       66.00000	        3.19937
       68.00000	   394444.83235	  7157595.69532	      991.73596	       67.00000	       67.00000	       67.00000	       91.48077	      991.73596	      938.61981	      991.73596	        6.38250	        1.00000	       14.33306	       53.11615	       50.00000	        4.92938
       69.00000	   395769.95207	  7159326.75215	      982.48083	       68.00000	       68.00000	       68.00000	       47.54584	      982.48083	      951.24878	      982.48083	        4.38812	        1.00000	       10.83512	       31.23206	        2.00000	        2.94750
       70.00000	   394319.84536	  7157597.49926	      994.83691	       69.00000	       69.00000	       69.00000	      110.91087	      994.83691	      946.53986	      994.83691	        6.74875	        1.00000	       16.43428	       48.29706	       83.50000	        3.29813
       71.00000	   395694.23830	  7159277.83972	      986.91656	       70.00000	       70.00000	       70.00000	       77.60414	      986.91656	      947.96997	      986.91656	        5.45875	        1.00000	       14.21647	       38.94659	       30.00000	        2.69250
       72.00000	   392059.97764	  7156930.04300	      988.36603	       71.00000	       71.00000	       71.00000	       95.85101	      988.36603	      940.91748	      988.36603	        4.75625	        1.00000	       20.15264	       47.44855	       59.50000	        3.46875
       73.00000	   395796.03182	  7159401.38355	      982.84235	       72.00000	       72.00000	       72.00000	       55.76802	      982.84235	      951.31549	      982.84235	        4.70000	        1.00000	       11.86554	       31.52686	        9.50000	        3.34437
       74.00000	   392134.96983	  7156928.96064	      993.01886	       73.00000	       73.00000	       73.00000	      107.35155	      993.01886	      950.08936	      993.01886	        7.13438	        1.00000	       15.04709	       42.92950	       78.00000	        2.71000
       75.00000	   395847.10898	  7159475.65417	      994.45721	       74.00000	       74.00000	       74.00000	      113.38581	      994.45721	      950.61981	      994.45721	        7.13250	        1.00000	       15.89706	       43.83740	       87.00000	        3.02063
       76.00000	   392110.33322	  7156954.31883	      990.10486	       75.00000	       75.00000	       75.00000	       62.64673	      990.10486	      941.95880	      990.10486	        5.31187	        1.00000	       11.79371	       48.14606	       14.50000	        1.81187
       77.00000	   394343.76040	  7157522.14628	      991.78241	       76.00000	       76.00000	       76.00000	       80.61620	      991.78241	      943.68445	      991.78241	        5.89750	        1.00000	       13.66955	       48.09796	       34.50000	        3.86250
       78.00000	   394294.12639	  7157547.86525	      991.50354	       77.00000	       77.00000	       77.00000	      108.97352	      991.50354	      951.49951	      991.50354	        6.87500	        1.00000	       15.85069	       40.00403	       80.00000	        2.82375
       79.00000	   395948.18093	  7159549.20321	      988.47400	       78.00000	       78.00000	       78.00000	       94.22565	      988.47400	      946.99060	      988.47400	        5.79812	        1.00000	       16.25105	       41.48340	       56.50000	        4.14875
       80.00000	   394243.04924	  7157473.59464	      986.69879	       79.00000	       79.00000	       79.00000	       92.29559	      986.69879	      941.94525	      986.69879	        5.43437	        1.00000	       16.98366	       44.75354	       53.50000	        3.94563
       81.00000	   395670.06556	  7157603.01415	      996.16925	       80.00000	       80.00000	       80.00000	       91.25185	      996.16925	      943.39935	      996.16925	        6.44312	        1.00000	       14.16267	       52.76990	       49.50000	        2.94125
       82.00000	   394642.90450	  7159193.00319	      976.08557	       81.00000	       81.00000	       81.00000	       34.03483	      976.08557	      948.79999	      976.08557	        2.85875	        1.00000	       11.90549	       27.28558	         .00000	        2.77750
       83.00000	   395719.95727	  7159327.47372	      994.89636	       82.00000	       82.00000	       82.00000	       85.37188	      994.89636	      945.82867	      994.89636	        5.72250	        1.00000	       14.91863	       49.06769	       41.50000	        2.88125
       84.00000	   395944.31535	  7157549.05070	      987.03595	       83.00000	       83.00000	       83.00000	      101.40995	      987.03595	      953.14240	      987.03595	        6.76813	        1.00000	       14.98346	       33.89355	       69.50000	        4.57125
       85.00000	   395645.32587	  7159353.55348	      994.31458	       84.00000	       84.00000	       84.00000	       98.28656	      994.31458	      942.23706	      994.31458	        7.23500	        1.00000	       13.58487	       52.07751	       64.50000	        3.60625
       86.00000	   395771.03443	  7159401.74434	      995.70917	       85.00000	       85.00000	       85.00000	      109.71623	      995.70917	      952.31116	      995.70917	        7.30813	        1.00000	       15.01291	       43.39801	       81.50000	        2.87313
       87.00000	   395771.39521	  7159426.74173	      997.08124	       86.00000	       86.00000	       86.00000	       85.09709	      997.08124	      945.62152	      997.08124	        5.56563	        1.00000	       15.28976	       51.45972	       40.00000	        1.60438
       88.00000	   394942.51247	  7159163.67635	     1000.97076	       87.00000	       87.00000	       87.00000	       97.60639	     1000.97076	      941.80511	     1000.00000	        5.41750	        1.00000	       18.01687	       58.19489	       62.50000	        3.36687
       89.00000	   392184.96462	  7156928.23907	      986.35962	       88.00000	       88.00000	       88.00000	       69.58750	      986.35962	      949.52106	      986.35962	        4.99750	        1.00000	       13.92446	       36.83856	       21.50000	        3.17563
       90.00000	   395670.68405	  7159378.19009	      995.44202	       89.00000	       89.00000	       89.00000	       90.57411	      995.44202	      950.96722	      995.44202	        5.84937	        1.00000	       15.48441	       44.47479	       49.00000	        2.92062
       91.00000	   395871.02401	  7159400.30119	      994.01715	       90.00000	       90.00000	       90.00000	      123.87742	      994.01715	      953.24170	      994.01715	        7.40562	        1.00000	       16.72748	       40.77545	       95.00000	        4.25875
       92.00000	   394395.91991	  7157671.40909	      990.48730	       91.00000	       91.00000	       91.00000	       93.21557	      990.48730	      952.44470	      990.48730	        6.65750	        1.00000	       14.00159	       38.04260	       55.50000	        3.96937
       93.00000	   395517.09180	  7159130.38085	      980.80182	       92.00000	       92.00000	       92.00000	       66.81721	      980.80182	      951.42841	      980.80182	        4.81750	        1.00000	       13.86968	       29.37341	       19.00000	        4.25063
       94.00000	   395420.45238	  7157631.61942	      982.55951	       93.00000	       93.00000	       93.00000	       97.05608	      982.55951	      952.92914	      982.55951	        6.65625	        1.00000	       14.58119	       29.63037	       61.00000	        5.11250
       95.00000	   395871.74559	  7159450.29598	      995.19519	       94.00000	       94.00000	       94.00000	      101.52360	      995.19519	      949.95544	      995.19519	        5.95500	        1.00000	       17.04846	       45.23975	       70.00000	        3.75875
       96.00000	   395694.59909	  7159302.83711	      989.05536	       95.00000	       95.00000	       95.00000	       95.15855	      989.05536	      949.11169	      989.05536	        6.18813	        1.00000	       15.37761	       39.94366	       58.00000	        4.18875
       97.00000	   395820.66843	  7159376.02537	      980.13654	       96.00000	       96.00000	       96.00000	       53.70881	      980.13654	      952.60754	      980.13654	        4.91250	        1.00000	       10.93309	       27.52899	        5.50000	        5.93563
       98.00000	   395845.66583	  7159375.66458	      996.58826	       97.00000	       97.00000	       97.00000	      107.68527	      996.58826	      950.83331	      996.58826	        7.01125	        1.00000	       15.35893	       45.75494	       78.50000	        2.06750
       99.00000	   395721.03963	  7159402.46591	      987.94189	       98.00000	       98.00000	       98.00000	       93.13861	      987.94189	      942.74390	      987.94189	        5.65000	        1.00000	       16.48471	       45.19800	       55.00000	        3.17313
      100.00000	   395304.84587	  7158283.35566	      992.90881	       99.00000	       99.00000	       99.00000	      108.46241	      992.90881	      947.52521	      992.90881	        6.38188	        1.00000	       16.99538	       45.38361	       79.50000	        3.54938
      101.00000	   395441.37804	  7159081.46842	      979.23596	      100.00000	      100.00000	      100.00000	       55.05162	      979.23596	      948.48041	      979.23596	        4.36625	        1.00000	       12.60845	       30.75555	        8.00000	        3.92188
      102.00000	   395694.59909	  7159302.83711	      987.77429	      101.00000	      101.00000	      101.00000	       95.36470	      987.77429	      951.19922	      987.77429	        7.05062	        1.00000	       13.52571	       36.57507	       58.50000	        5.38438
      103.00000	   395517.45259	  7159155.37824	      984.12714	      102.00000	      102.00000	      102.00000	       90.41924	      984.12714	      948.24982	      984.12714	        5.84000	        1.00000	       15.48275	       35.87732	       48.50000	        5.01375
      104.00000	   395619.24611	  7159278.92208	      993.99139	      103.00000	      103.00000	      103.00000	       83.18885	      993.99139	      942.71747	      993.99139	        5.23688	        1.00000	       15.88521	       51.27393	       37.50000	        2.70062
      105.00000	   392135.33061	  7156953.95804	      982.25732	      104.00000	      104.00000	      104.00000	       58.65821	      982.25732	      951.53937	      982.25732	        5.36312	        1.00000	       10.93732	       30.71796	       12.00000	        1.66875
      106.00000	   395845.66583	  7159375.66458	      990.85101	      105.00000	      105.00000	      105.00000	       62.83510	      990.85101	      946.17535	      990.85101	        4.61188	        1.00000	       13.62463	       44.67566	       15.00000	        1.09812
      107.00000	   395796.03182	  7159401.38355	      980.05420	      106.00000	      106.00000	      106.00000	       60.66026	      980.05420	      948.27118	      980.05420	        5.53438	        1.00000	       10.96063	       31.78302	       13.50000	        6.84688
      108.00000	   394243.77081	  7157523.58943	      992.07056	      107.00000	      107.00000	      107.00000	       83.65902	      992.07056	      947.10413	      992.07056	        5.65688	        1.00000	       14.78891	       44.96643	       39.00000	        3.99813
      109.00000	   395744.23310	  7159277.11814	      979.45728	      108.00000	      108.00000	      108.00000	       54.60766	      979.45728	      950.74622	      979.45728	        4.87375	        1.00000	       11.20444	       28.71106	        7.00000	        3.18250
      110.00000	   395254.85108	  7158284.07724	      988.59399	      109.00000	      109.00000	      109.00000	       73.92898	      988.59399	      949.07251	      988.59399	        4.86188	        1.00000	       15.20586	       39.52148	       24.50000	        2.71125
      111.00000	   395868.96237	  7157525.13566	      994.24249	      110.00000	      110.00000	      110.00000	      133.78139	      994.24249	      947.30426	      994.24249	        8.36000	        1.00000	       16.00256	       46.93823	       98.00000	        1.18313
      112.00000	   395619.24611	  7159278.92208	      989.98297	      111.00000	      111.00000	      111.00000	       77.77926	      989.98297	      950.67255	      989.98297	        5.41625	        1.00000	       14.36035	       39.31042	       30.50000	        2.84562
      113.00000	   394267.68585	  7157448.23646	      989.46124	      112.00000	      112.00000	      112.00000	      112.44222	      989.46124	      945.77765	      989.46124	        7.00250	        1.00000	       16.05744	       43.68359	       86.00000	        4.89062
      114.00000	   395618.52454	  7159228.92729	      984.11035	      113.00000	      113.00000	      113.00000	       78.35411	      984.11035	      952.13983	      984.11035	        5.88250	        1.00000	       13.31987	       31.97052	       31.00000	        3.86438
      115.00000	   395694.23830	  7159277.83972	      990.63416	      114.00000	      114.00000	      114.00000	       89.56482	      990.63416	      949.65588	      990.63416	        5.77250	        1.00000	       15.51578	       40.97827	       47.00000	        3.24563
      116.00000	   395847.83055	  7159525.64896	     1002.08923	      115.00000	      115.00000	      115.00000	      122.80694	     1002.08923	      946.87665	     1000.00000	        6.58500	        1.00000	       18.64950	       53.12335	       94.00000	        2.73438
      117.00000	   395719.95727	  7159327.47372	      993.22827	      116.00000	      116.00000	      116.00000	      111.02639	      993.22827	      942.62878	      993.22827	        6.05688	        1.00000	       18.33064	       50.59949	       84.00000	        3.65875
      118.00000	   395694.59909	  7159302.83711	      987.36273	      117.00000	      117.00000	      117.00000	       95.75728	      987.36273	      952.75220	      987.36273	        6.40188	        1.00000	       14.95769	       34.61053	       59.00000	        3.12438
      119.00000	   394318.40221	  7157497.50967	      989.53821	      118.00000	      118.00000	      118.00000	      109.43710	      989.53821	      945.33380	      989.53821	        6.21875	        1.00000	       17.59793	       44.20441	       80.50000	        4.09312
      120.00000	   395695.32066	  7159352.83191	      990.00385	      119.00000	      119.00000	      119.00000	      106.85661	      990.00385	      953.05377	      990.00385	        6.60063	        1.00000	       16.18886	       36.95007	       77.50000	        4.86750
      121.00000	   395493.17677	  7159205.73382	      991.20300	      120.00000	      120.00000	      120.00000	       68.63470	      991.20300	      950.94012	      991.20300	        5.20813	        1.00000	       13.17839	       40.26288	       21.00000	        3.40625
      122.00000	   395871.74559	  7159450.29598	      979.27271	      121.00000	      121.00000	      121.00000	       65.39973	      979.27271	      951.41229	      979.27271	        5.35000	        1.00000	       12.22425	       27.86041	       17.00000	        2.81687
      123.00000	   395695.32066	  7159352.83191	      992.49017	      122.00000	      122.00000	      122.00000	      100.15351	      992.49017	      950.13220	      992.49017	        6.13938	        1.00000	       16.31331	       42.35797	       67.50000	        3.07000
      124.00000	   395568.89053	  7159254.64626	      994.40576	      123.00000	      123.00000	      123.00000	       98.70019	      994.40576	      947.30408	      994.40576	        5.52688	        1.00000	       17.85823	       47.10168	       65.50000	        2.90625
      125.00000	   395821.39001	  7159426.02016	      996.68164	      124.00000	      124.00000	      124.00000	      110.26310	      996.68164	      950.06689	      996.68164	        7.75250	        1.00000	       14.22291	       46.61475	       83.00000	        3.84000
      126.00000	   395230.21447	  7158309.43542	      993.26428	      125.00000	      125.00000	      125.00000	       67.58421	      993.26428	      946.51978	      993.26428	        5.38688	        1.00000	       12.54609	       46.74451	       19.50000	        3.20688
